respondent_id,xyz_vaccine,seasonal_vaccine
26791,0.11369094997137293,0.26126551204293874
26792,0.23586677418096116,0.7649133728951089
26793,0.14534414067753404,0.7963187780909629
26794,0.7754691950298587,0.7998862194303186
26795,0.08126309908260981,0.9157981640784586
26796,0.031081868358623456,0.07910712253662854
26797,0.14192071445255316,0.5365642694960394
26798,0.14445687810310745,0.14777457435757607
26799,0.322192348494126,0.09912717688663422
26800,0.03945163083328942,0.8623887790539033
26801,0.22841503907228247,0.2982077487638593
26802,0.06925002434589238,0.21736944369286001
26803,0.050528193019096224,0.10045810381684706
26804,0.08822335586401482,0.2650343917019211
26805,0.10999124054962697,0.2520931813957579
26806,0.10087630454993715,0.866721170528052
26807,0.6401014676786637,0.8801280085687518
26808,0.21780756521440855,0.44888692648015643
26809,0.7227135916121904,0.18687372092882043
26810,0.06374724349387137,0.11175824565334315
26811,0.028963854001880007,0.054749448609467746
26812,0.10148146845218281,0.7155351161016891
26813,0.24741226347270426,0.3101832987539392
26814,0.031083652858171825,0.603348027720392
26815,0.048152254084373236,0.1496582051457047
26816,0.04770729191600448,0.07465951979475198
26817,0.18868611899404578,0.8238841762901555
26818,0.09529707515025329,0.23518156618304048
26819,0.3973636780883223,0.3079203090615353
26820,0.05877908730142805,0.30327743310716415
26821,0.10620784083051699,0.45357534302279
26822,0.25441673613770827,0.682431359424406
26823,0.3900128188193214,0.5544372722308112
26824,0.036059005467590916,0.625387482010363
26825,0.348480676753041,0.8546269292565192
26826,0.07899832411211062,0.7977747464442897
26827,0.06786882432244797,0.20273684544502293
26828,0.1544412905850591,0.7113631911354693
26829,0.5859431402119342,0.9271817345421444
26830,0.10531713091237556,0.8367645840485279
26831,0.3204678232054401,0.7789674711079082
26832,0.1461713059522704,0.7909678619465635
26833,0.006216032052205769,0.4329563865944008
26834,0.10265535783772849,0.5924327066125604
26835,0.4259766039168558,0.9537465871992471
26836,0.1724789657789329,0.4487489210753199
26837,0.028951062970819036,0.11718055096203878
26838,0.10063611260282117,0.4628214449177656
26839,0.16680034413699363,0.5836240173493541
26840,0.08547634691673787,0.11302972420507118
26841,0.3823405380329067,0.8453786078612516
26842,0.04927284655696715,0.15154787701992947
26843,0.026495226826588548,0.008351225486237615
26844,0.052883442361858636,0.40273704881815153
26845,0.050261532227403774,0.5611121165306304
26846,0.07378294378109618,0.7652375521570266
26847,0.3064069694326584,0.13752177738174312
26848,0.03862715690421037,0.8331358078969517
26849,0.126648739650413,0.6571995949815513
26850,0.6480804105353466,0.5258060624027795
26851,0.03721366049633387,0.1435961284793967
26852,0.047045511783831616,0.19464021906548684
26853,0.45791688052590734,0.2280115252491127
26854,0.018185962698709045,0.09375862664025651
26855,0.6034417375976803,0.8637629758265981
26856,0.06941623510022842,0.0179950018662511
26857,0.3009033227125665,0.048958251967710115
26858,0.17483123069376286,0.5571665120399909
26859,0.06758742776468026,0.12106249705077132
26860,0.10038551070743995,0.05827951808290132
26861,0.06513156216386186,0.054728117251832735
26862,0.09420752126969818,0.24882256334327216
26863,0.13650049575385753,0.3014753248054491
26864,0.4576069180744598,0.5725786846038332
26865,0.011950557538334424,0.128269732654294
26866,0.26086102257660376,0.6979156859743908
26867,0.1055627444970315,0.20896855513434898
26868,0.7269494103976645,0.6349470594986729
26869,0.0815872672097619,0.200357947821278
26870,0.5547222227999067,0.7566020423462769
26871,0.06256113520937487,0.05978804505494048
26872,0.07347297542444056,0.2522174558304602
26873,0.14502934276280388,0.7644646268212918
26874,0.06775524731386788,0.1602083123298487
26875,0.6250474234771809,0.892752526209976
26876,0.035656151078738145,0.03635539975193204
26877,0.032956535210832555,0.06754442746161268
26878,0.20765515291036316,0.31491154357170725
26879,0.018508413485191538,0.05785696332588821
26880,0.06024505989368227,0.25580510381492333
26881,0.024608170102904416,0.15048454170312475
26882,0.02236680395439877,0.06411658689175537
26883,0.049034519478712006,0.3072157017009915
26884,0.10490386437476237,0.28070018574582506
26885,0.1325936565911879,0.707687451392451
26886,0.1037837221240307,0.7770283695172447
26887,0.559220363355691,0.851305579808297
26888,0.8613598839565517,0.8654404449886605
26889,0.04643087463206887,0.15739565438134098
26890,0.09201196056400052,0.2734228260897798
26891,0.2279595616969915,0.4242413051812569
26892,0.0986584760103407,0.7707120785299773
26893,0.04274288150731986,0.20383475802545345
26894,0.16916888248332526,0.15397231455926103
26895,0.06940885456171733,0.8813881075010825
26896,0.06723446626247019,0.1172856593340623
26897,0.0646459382093682,0.567986957687956
26898,0.23622026931547394,0.5767094377296984
26899,0.07041158127778264,0.10841437900793754
26900,0.07266964308504675,0.1665267815602966
26901,0.009422332795651644,0.4365515093494506
26902,0.226555295195063,0.7678330588558987
26903,0.1730899683411368,0.02140962461004621
26904,0.03838584443778521,0.38707073634689454
26905,0.37728055826566576,0.7105898213875552
26906,0.052155531875747584,0.33109958772148057
26907,0.013481179389018978,0.5254404860202964
26908,0.20080665539118644,0.8588989856020187
26909,0.10109617493015964,0.4823206249957578
26910,0.11125762327673207,0.13304390655805276
26911,0.04218026287048485,0.07527974885567228
26912,0.47414232084300534,0.9336363176373013
26913,0.7531242610610372,0.7452037621160829
26914,0.07637169433134948,0.25304032551556
26915,0.1470266345003594,0.48617925305038173
26916,0.06044359303227346,0.47111275847209133
26917,0.005868668945732807,0.09517013680643328
26918,0.7617185588068833,0.8490602731844082
26919,0.35180750638169145,0.5244277613596281
26920,0.025205715911312036,0.15931962019077658
26921,0.11400668738606742,0.6903563281273166
26922,0.07028197022549157,0.6226057542282094
26923,0.1380378841325839,0.5743148759164872
26924,0.6677759786853612,0.8212020760824279
26925,0.07944034400676862,0.48438296439781375
26926,0.5022729209934214,0.5409004607826402
26927,0.24531471324914048,0.38177934667723934
26928,0.08130016770118786,0.5009852407458633
26929,0.0775255914088221,0.07726634441726017
26930,0.7489493845872188,0.8729152750017235
26931,0.0816636774766391,0.38096406705737335
26932,0.07955444749498237,0.857332902410266
26933,0.08153100426895625,0.6124025432659166
26934,0.4153164244613042,0.38690348697378846
26935,0.12540911739544996,0.29869276077608103
26936,0.45873243493435945,0.42359096575883326
26937,0.28735959301620234,0.6624566780298756
26938,0.08973776401786758,0.0704817777950032
26939,0.026932018458894025,0.04286322428945282
26940,0.14079021289193544,0.12768244986438226
26941,0.06313580688048161,0.44477434845050196
26942,0.548497291485083,0.786437559694679
26943,0.15137651714551623,0.4236105668864741
26944,0.054435538421959306,0.15663315304736475
26945,0.11974228209267278,0.6602058128764162
26946,0.13710227297600394,0.5750240140203772
26947,0.2285674858735933,0.5768266573854309
26948,0.011770787599643362,0.0776611453796716
26949,0.025879990215507357,0.14414597571604995
26950,0.040639090750030804,0.3930921838348713
26951,0.08366674055183225,0.355773169882521
26952,0.696823471821622,0.7041349349184943
26953,0.7266561785707245,0.9397099508050875
26954,0.05081213569603497,0.20609193700556325
26955,0.17118305808692133,0.6353015376216945
26956,0.14629426501474843,0.2194420645876235
26957,0.0337841877075637,0.8803949825737031
26958,0.5100256111772382,0.8268129866581974
26959,0.03965811279242438,0.09513538934190507
26960,0.03549498812150871,0.061209829420835346
26961,0.20686703657283148,0.41889313072002843
26962,0.1549713171767864,0.8177031145546513
26963,0.1537287705321156,0.28496507566555573
26964,0.10074013478856315,0.2639306293917926
26965,0.7906460363900604,0.9521777953393424
26966,0.015156703737786412,0.04692436899640315
26967,0.20877855394924566,0.5467852845685894
26968,0.040426622008619593,0.8348161335530639
26969,0.0444981777911276,0.26025388411583894
26970,0.5880375674229548,0.37700710088923683
26971,0.09126291370015187,0.3769938520966279
26972,0.0043827287656785915,0.06407825047867008
26973,0.06950913846524764,0.09260486206670919
26974,0.10876481208657698,0.2848409438702954
26975,0.08067418703113237,0.6718173601706736
26976,0.8434885230147108,0.48607266988197584
26977,0.04796949889002783,0.395260307380348
26978,0.026461387178873048,0.7344213142181898
26979,0.2034291513206796,0.5266210447445061
26980,0.045284569921707186,0.1957280355333995
26981,0.06464547245387339,0.24885458127755158
26982,0.6683291266412882,0.8361972812417512
26983,0.14322665263367423,0.6355203729860935
26984,0.0841453557882405,0.10201197935543956
26985,0.026283044610329997,0.07520931585095175
26986,0.2368240936032623,0.443959670358442
26987,0.062195265258516985,0.2220223406716522
26988,0.03472473194651243,0.21244882350525762
26989,0.29330065495830215,0.774061342138604
26990,0.018156646585900056,0.18217919167459298
26991,0.26589866964187253,0.5311284433355156
26992,0.24308190197442095,0.4544561848260311
26993,0.16005499756994868,0.8229510034125785
26994,0.15954530630905048,0.23094231487452643
26995,0.21815131084515874,0.4965721004910835
26996,0.2323270685389763,0.34130670015307507
26997,0.014293391227114228,0.11646240870979445
26998,0.07465896142652219,0.058791158324858844
26999,0.3722441492986419,0.39986083585750326
27000,0.1258945481701282,0.31342914160742874
27001,0.057573935295100014,0.7676822892080013
27002,0.010579196876513227,0.2760895336456907
27003,0.038089506571376684,0.14528111522979106
27004,0.1453745370850454,0.2492997271497614
27005,0.42354772138415303,0.6256672688967703
27006,0.7892566583196637,0.8230936621726496
27007,0.05707435968408881,0.09004202642128076
27008,0.04045429173441583,0.04634030211215128
27009,0.04953628433266673,0.2519721554797673
27010,0.06900818617922666,0.20767175146651504
27011,0.06423597655992395,0.120798504769139
27012,0.39287048185408385,0.47386212878336914
27013,0.10083899381495555,0.4134996714733933
27014,0.02394634795024963,0.21208088060220331
27015,0.1165582036467277,0.161608275383747
27016,0.19901637248104065,0.36095703368759013
27017,0.3815215123891128,0.5695685250665631
27018,0.07302468670527605,0.23793227383466542
27019,0.8933365916039666,0.9568901337249076
27020,0.21747081591703027,0.24691229241792778
27021,0.16012455141471635,0.5170703413850143
27022,0.16935971967010735,0.2634540973562674
27023,0.15981005284648822,0.15628746803522384
27024,0.09508489887832904,0.3636753553148637
27025,0.05066530615420741,0.025801868244497126
27026,0.1207432757883059,0.4835690358445547
27027,0.10233523421528548,0.8413572008175939
27028,0.34291188631685565,0.7877385472510081
27029,0.08897422224321702,0.2532257449387336
27030,0.12220740859721241,0.143426245189617
27031,0.2806495524807047,0.631052335018569
27032,0.129485538169548,0.38494799973960825
27033,0.3424343692600044,0.6946641667791832
27034,0.015910069296343164,0.639048373456124
27035,0.152608215631762,0.24531733316456064
27036,0.20303862558650324,0.5838259850621023
27037,0.6553643769093472,0.5341596007233903
27038,0.03214200095384786,0.047814988967872694
27039,0.6870497405312288,0.8081369096780721
27040,0.13839875617264574,0.1153103225881193
27041,0.16194324859875425,0.6139858456849017
27042,0.08535769718535863,0.5202776486269526
27043,0.5704219876557602,0.7616336325332294
27044,0.008683954478989252,0.0856767935428503
27045,0.14974687382513296,0.6967459792713769
27046,0.05813406175730595,0.09650786965379568
27047,0.5971546339657234,0.4819546718025235
27048,0.14637290922171314,0.3006771378367913
27049,0.27469676662246323,0.9230827251411666
27050,0.045124084750302315,0.6630007103264819
27051,0.1754988553669734,0.3723531996392794
27052,0.14151384843819437,0.2873511898996852
27053,0.8631403785151117,0.9323752896257121
27054,0.05505613239898842,0.13438854339944678
27055,0.0988745370440871,0.8255614366120173
27056,0.013365749204292551,0.028100887725624128
27057,0.031992094479801315,0.04445224998776491
27058,0.8166269901981514,0.9149587714469157
27059,0.06999814826956788,0.23778665254078882
27060,0.028309358806976548,0.5208114302021162
27061,0.10479352720172237,0.6275003608488956
27062,0.07957408878995001,0.48916367835140007
27063,0.06063746600603149,0.5155287369829366
27064,0.2510261886994443,0.4178506355217937
27065,0.04551493151088732,0.45203608017536656
27066,0.056487839542063746,0.6434842573201071
27067,0.335391918881657,0.531089975135816
27068,0.8303148463316422,0.9059637870678711
27069,0.5606600045205423,0.9298279303066118
27070,0.08877323476948806,0.08721033499282127
27071,0.08791459114864297,0.0873407996566677
27072,0.11035439356646451,0.48269471829487265
27073,0.03242762634433841,0.7271360179876621
27074,0.035351766076243865,0.3126072759613107
27075,0.6356178578085533,0.8172554530623481
27076,0.6256070619500229,0.4448657936047205
27077,0.028558018307806028,0.06211115903753261
27078,0.29617535086373814,0.8091342748007312
27079,0.3137904068286416,0.7278682438340495
27080,0.08485339194715365,0.37187100557059377
27081,0.021433223369051808,0.7486711567832669
27082,0.18982415788246743,0.15827062753568416
27083,0.0508724943765652,0.2766666958776501
27084,0.8052825086737655,0.6344530560202545
27085,0.034155387147573865,0.017472160822491076
27086,0.08984246918618861,0.18574375442843546
27087,0.19819910305753416,0.27723756903244395
27088,0.19588309182886146,0.8918644624553428
27089,0.18429299868535856,0.1984084738832874
27090,0.21686798939534277,0.5443527687154612
27091,0.38832990312785387,0.10333779982141918
27092,0.10266393173518537,0.3497102606941381
27093,0.13409833210897346,0.2869628574941134
27094,0.010352024569435124,0.2049697918380696
27095,0.0726280120742985,0.5592901347912504
27096,0.021688473527661466,0.15798690202775673
27097,0.5323168597041845,0.6936613486616123
27098,0.4729134471784716,0.8607194807916737
27099,0.1839877946097778,0.39082273698248565
27100,0.08376000781622608,0.5544279893669948
27101,0.08262453362338404,0.5270106834490125
27102,0.08730708836781843,0.7592255524853302
27103,0.022668719620173215,0.11529705877302347
27104,0.2484968705299377,0.38891739576012924
27105,0.09680641071424632,0.6583067152514197
27106,0.6561458003241945,0.8112637979934106
27107,0.4352609200774714,0.5064415797767147
27108,0.16501965367734653,0.5094978099119035
27109,0.07201237342929162,0.23642140778511145
27110,0.11494420192436904,0.6184116729896239
27111,0.035222569969748964,0.37909135018630896
27112,0.19022796110480672,0.5626745363840447
27113,0.09223645261620274,0.2914345114582601
27114,0.098635009577226,0.2547498106334537
27115,0.5500537582911933,0.7963666134983797
27116,0.13016226186742197,0.7868511875765537
27117,0.074135330239689,0.22284003246960252
27118,0.1643805154412287,0.6040891576307319
27119,0.1015736387877403,0.41268976757494813
27120,0.39046980142626253,0.9615259564452666
27121,0.02125471645213125,0.7311837032664917
27122,0.05642932501569109,0.3574161942561671
27123,0.04256898831544103,0.1107345784570076
27124,0.04505942972528759,0.04937844366333005
27125,0.041370391094595234,0.10966865794385922
27126,0.360596779942636,0.12161830963274499
27127,0.11628823748799498,0.06754554631224471
27128,0.1805757047366299,0.38612853382215534
27129,0.6187541438363873,0.4383834014967565
27130,0.14670430074857618,0.16128259986499566
27131,0.040468777032360376,0.07313966630179419
27132,0.4514211033872606,0.8870055549428426
27133,0.10806986848832233,0.6824728190521276
27134,0.6877359716663731,0.8690481421864082
27135,0.17593564748075818,0.6487850585266375
27136,0.07809791557178361,0.5589130186986386
27137,0.06074815869655096,0.10884080170624737
27138,0.16520078210108052,0.5037535308291688
27139,0.06181128775737322,0.04390815305155342
27140,0.8730272830127224,0.7843387817552807
27141,0.5057223008252989,0.7363068566805006
27142,0.05081475305930577,0.3214736206188607
27143,0.1296886211807568,0.2972513527210082
27144,0.063060438859112,0.08298128830991718
27145,0.38312459726741394,0.5241167084187583
27146,0.05039717571265329,0.9386424319834139
27147,0.04952578933195278,0.4243551084421307
27148,0.26132491798096774,0.1667781861114082
27149,0.2611962076473622,0.28166737742878356
27150,0.634098030132415,0.8847231825294434
27151,0.08754101295338533,0.742989483261645
27152,0.032001211723185506,0.36185821992339917
27153,0.2157401003198497,0.7037055132475277
27154,0.680051050373961,0.8826588982896564
27155,0.12836343385910554,0.5928489382315818
27156,0.01823765663186856,0.4955426616019829
27157,0.009569544355932666,0.314699789953673
27158,0.08186466635451782,0.49974657134648637
27159,0.036106932773938845,0.26691831448890363
27160,0.22280048388477575,0.1762967524317046
27161,0.316291392653144,0.4210057125680147
27162,0.1567903642889094,0.8945959824171105
27163,0.6725274976866041,0.24267731176413965
27164,0.14949758757865395,0.04288245771617284
27165,0.4378726180207938,0.5837285578884261
27166,0.06351194977705858,0.24222670114253225
27167,0.10394828712353783,0.5350762763791663
27168,0.14081830923148117,0.26841595069323615
27169,0.4655316281436694,0.7402264339937675
27170,0.35909992839930005,0.8159337327115183
27171,0.036622748088497366,0.43386198573417795
27172,0.07094893823011755,0.8630671475264294
27173,0.19819288025901557,0.52852135466606
27174,0.08414307191472255,0.0713615589057692
27175,0.07509767968473888,0.09214373169541505
27176,0.5333823079440811,0.9446506932240867
27177,0.7994325032305815,0.8774500638977228
27178,0.1494810977807195,0.359641912423204
27179,0.08097304868014238,0.3370864425264573
27180,0.1779386241371867,0.2287979349222807
27181,0.04487910886442903,0.6913662785106283
27182,0.5996558617715899,0.8398977859965737
27183,0.03875053590963735,0.6495816877370219
27184,0.03528268569773484,0.5752553113406251
27185,0.4181574841388404,0.6901527214188764
27186,0.08069081266366714,0.5524145979146727
27187,0.06673118678415048,0.06332888868210733
27188,0.052388854450544406,0.4989557387378684
27189,0.05269642593260141,0.5264823166344191
27190,0.39805448917573083,0.7460675575091665
27191,0.15298957589600343,0.9183339043276707
27192,0.38566725947561975,0.6520807357089147
27193,0.02063889727559177,0.2661431474589418
27194,0.08455648607120572,0.3647301843038331
27195,0.045169045009385636,0.16754637949985007
27196,0.2577609572302934,0.1359120237397905
27197,0.06859999817555477,0.6782908679570955
27198,0.9091696568029944,0.9724209737769848
27199,0.023695016030968238,0.14269009298533222
27200,0.25087819050720667,0.41908172415887174
27201,0.7226062364383729,0.9380741710297527
27202,0.03527186980743951,0.028678708684801643
27203,0.058409468718493014,0.1166450880704682
27204,0.02009637301179669,0.08310584952714638
27205,0.12204177531637977,0.4809196424016383
27206,0.18388774479929068,0.13289106553467778
27207,0.12873637876405875,0.21003177888917932
27208,0.741620990368713,0.7666975172368453
27209,0.20761967909122644,0.38300817290186506
27210,0.2961062020691612,0.39728053029238136
27211,0.11390492078848939,0.17475599886239146
27212,0.7164111261487589,0.9301127457049906
27213,0.5173335599804973,0.39140959572363276
27214,0.0344499723520335,0.0975168035204211
27215,0.21335784380202005,0.4982898232425384
27216,0.08792176220426591,0.8588143200319344
27217,0.1517054207388715,0.1194970631288195
27218,0.7573405846378517,0.9297127743427198
27219,0.4724236990755463,0.46651492724514637
27220,0.09811628922181348,0.17555421618409048
27221,0.20117907097651122,0.5250389616564284
27222,0.2430861553838243,0.4892279107742211
27223,0.06497088334049414,0.6467796247198241
27224,0.18092046774909162,0.7618661732082322
27225,0.18799168999092597,0.24326550866254548
27226,0.02684771435228964,0.3877590983077477
27227,0.1730924961100356,0.3816308459098001
27228,0.4535123173954927,0.7804896699686035
27229,0.6875216521663655,0.8154931545921241
27230,0.25412669826702095,0.9451564347796243
27231,0.3585877931364096,0.7565841975139237
27232,0.09918985553416117,0.45367900285165913
27233,0.24546814638324718,0.07233679607675171
27234,0.048203051333223924,0.017419545849032547
27235,0.866738396292316,0.9066552954125033
27236,0.08488221904106562,0.8988238310267956
27237,0.1982114325757021,0.3781038079593175
27238,0.29784025662728514,0.6123763583515744
27239,0.4295417706332683,0.2747543104888365
27240,0.09826653282489632,0.43897427557182944
27241,0.07928260962426742,0.35250371471327774
27242,0.20475407206466922,0.5968590075864573
27243,0.030572320360382335,0.06236445705192784
27244,0.04583399804044685,0.11895781069257626
27245,0.15270951048285425,0.30404451903200586
27246,0.8103303645460715,0.9049668716320987
27247,0.16882899449972363,0.9018803174353773
27248,0.1385892805519743,0.4629124863844353
27249,0.11903281426022663,0.5324400646733921
27250,0.10110250306226023,0.33656755610957995
27251,0.07948279510862293,0.3499173118682552
27252,0.5129282415074522,0.7833265100129956
27253,0.11089837174984254,0.8894204911926696
27254,0.9011408086845545,0.9522741462333935
27255,0.10269104779716448,0.38091532704844355
27256,0.5641941252443335,0.9587294573090165
27257,0.43443442779673097,0.62351604138646
27258,0.4773882965895087,0.8138493854937319
27259,0.5844566673384402,0.722214380605959
27260,0.11334605999991927,0.44342409324870435
27261,0.12518207116216018,0.6595594680070321
27262,0.25099422529270266,0.5229892785603608
27263,0.08503047096809588,0.04704746448599722
27264,0.06803925330847971,0.09064196582908145
27265,0.05639328300526833,0.17459414947285207
27266,0.17319251166127866,0.27760266767390246
27267,0.14497202483337807,0.34645944011775903
27268,0.027105454904516504,0.1613142840376181
27269,0.7044889662210702,0.3324734114744084
27270,0.023664708524159944,0.1097669412248461
27271,0.053290220625108416,0.5007274947985417
27272,0.015856665857912674,0.36954418290354263
27273,0.05304468783156419,0.1185817429298214
27274,0.08589574732510787,0.5349701623520482
27275,0.14410938997661302,0.2755294679167195
27276,0.013844991537562511,0.3070207293375488
27277,0.06423073521433531,0.7871040175622774
27278,0.12976382977608136,0.2122232598404259
27279,0.14106307266396123,0.37156844725460186
27280,0.2867677595176138,0.46143672122044255
27281,0.09335069795232585,0.31549775176399164
27282,0.07380393406827804,0.80527980676094
27283,0.0041260862797372925,0.06907576326249766
27284,0.2512837180780478,0.3212083286993226
27285,0.09271694802227452,0.3466204046090438
27286,0.11790203261248454,0.47390889163401556
27287,0.1826923575457768,0.47950864456114606
27288,0.5476852651752094,0.7482802388148854
27289,0.2523413842289629,0.24933716654376714
27290,0.03912215344102459,0.10985137723404359
27291,0.7404406371389377,0.8340350136214998
27292,0.05541161632048339,0.5445450583036466
27293,0.15253783899566498,0.916895454283592
27294,0.019913788590700025,0.03707499873630763
27295,0.2716453638020675,0.9037713709578045
27296,0.06804447460298736,0.6092532785006499
27297,0.0672119092195242,0.5806642734594901
27298,0.08026592777053358,0.3087468079573023
27299,0.2938360445857939,0.7461588258317728
27300,0.21256588190115244,0.9367699931067266
27301,0.005180219562268276,0.054512824294984975
27302,0.13540452328158423,0.5255887329434431
27303,0.019978672623280777,0.14992564211585088
27304,0.12627366816597255,0.8608153312216226
27305,0.021231528064824062,0.0350504524801002
27306,0.21563838216497772,0.5307652636529397
27307,0.6002240227633351,0.5618745355869708
27308,0.08405927662853888,0.05566224193413572
27309,0.5012831794717869,0.9569883406211063
27310,0.05927907101885981,0.1729332420689806
27311,0.11573263681045722,0.05417976798038701
27312,0.05900648569190093,0.37645816696385104
27313,0.08134486412699544,0.11305423980025818
27314,0.04814226652047402,0.04713025278885225
27315,0.13458453772205173,0.38923950120736467
27316,0.2883625934138428,0.7158355572936594
27317,0.055538095567648375,0.1357969330494664
27318,0.32236067581661854,0.20523536585055288
27319,0.4372795784244968,0.7452167850758551
27320,0.5964224835685114,0.5225327078680684
27321,0.049381189251050644,0.663206521724491
27322,0.18339512663800797,0.028116814297690952
27323,0.0806493801278848,0.5454733750938062
27324,0.26103566319844285,0.3446662616133742
27325,0.6975809218661917,0.9075949600582817
27326,0.09599789136848381,0.5298871994354435
27327,0.1517156870596828,0.6103766461501429
27328,0.24771007031567566,0.44035132606356503
27329,0.09915829883982706,0.245778931488461
27330,0.015043867576595007,0.6151526525658234
27331,0.07934495495011369,0.13950083211618738
27332,0.17101957939702436,0.908632655752133
27333,0.608792267508461,0.726148680013897
27334,0.041964566492416394,0.0442832690869632
27335,0.16068269524180345,0.06547807880202887
27336,0.05656374066616877,0.11221220112877894
27337,0.25583412445452747,0.5136438646175981
27338,0.2779528201953624,0.30550313584275773
27339,0.2046072021618988,0.1673069936443022
27340,0.023222150836122658,0.26657939308929435
27341,0.1528876355786061,0.6701557060239727
27342,0.03937613670109702,0.5119375760180936
27343,0.04432318648203271,0.058870959675771224
27344,0.3004772552172887,0.5233745620924432
27345,0.07146192601589166,0.2605389990281043
27346,0.8493559108719967,0.9608231873162775
27347,0.737958608374194,0.9376426933939258
27348,0.09029659293727664,0.2665910143735853
27349,0.06889428436576171,0.14207861893358217
27350,0.22002128261252304,0.8925859430957322
27351,0.8907841815266145,0.7969203117699428
27352,0.1706469037193085,0.19682909397298584
27353,0.018936766073142965,0.342867284152526
27354,0.1491258265295749,0.5004353825280817
27355,0.2373028113307508,0.37641971222364035
27356,0.1966112755076962,0.6248884557362372
27357,0.11939166988192655,0.4027007107483891
27358,0.26469286540598985,0.8277933644039622
27359,0.30945350564238544,0.6800260563218873
27360,0.09900302376756479,0.6287881283938018
27361,0.048017370155209786,0.914065957407077
27362,0.20566674565522866,0.37005663357885477
27363,0.12479557308023932,0.14364680407348998
27364,0.09588541931629482,0.6333193996877535
27365,0.20102523523685192,0.6850287929702583
27366,0.45627479124479803,0.41835401520577736
27367,0.25491324832350065,0.439437470938544
27368,0.10739820593488131,0.508907933300688
27369,0.05148335734357121,0.045130903035937295
27370,0.03369867929266735,0.8858038120507438
27371,0.21285360022439873,0.2678145079480458
27372,0.07905386205079638,0.261152659869213
27373,0.7299109213103341,0.4941698840102592
